,word,counts
11698,黑客帝国,88
11699,之母,2
11700,太多太多,5
11701,铸造,4
11702,而活,2
11703,记不住,3
11704,白活,3
11705,原教旨主义,4
11706,光顾,5
11707,攻壳,79
11708,日版来,3
11709,扑街,6
11710,萌新入,3
11711,坑,22
11712,善莫大焉,3
11713,拉康式,2
11714,忧伤,22
11715,银翼,108
11716,phenomena,2
11717,一响,5
11718,自动,10
11719,手绘,8
11720,创设,2
11721,末世,58
11722,万箭穿心,2
11723,难懂,13
11724,SFC,3
11725,上海,25
11726,鸡皮疙瘩,27
11727,前生,6
11728,虐,12
11729,老泪,3
11730,点越,3
11731,画展,3
11732,百丽宫,10
11733,cinity,2
11734,大屏,2
11735,GHOST,2
11736,SHELL,2
11737,纠葛,9
11738,海洋,8
11739,生命体,19
11740,网路,2
11741,宽广,5
11742,出路,7
11743,个体,20
11744,领略到,2
11745,器乐,2
11746,强硬,10
11747,利器,3
11748,人工智能,35
11749,自我意识,15
11750,承上启下,13
11751,热衷,9
11752,武斗,5
11753,机关枪,5
11754,特工,68
11755,国际化,2
11756,垫底,2
11757,泛起,7
11758,妖冶,7
11759,迷离,14
11760,摧枯拉朽,8
11761,既定,7
11762,人格,50
11763,生存空间,7
11764,太短,15
11765,鸭,8
11766,颈,2
11767,兽,16
11768,脑后,6
11769,插管,5
11770,德国,40
11771,电视台,6
11772,好几,2
11773,季,3
11774,机动队,35
11775,提不起,5
11776,爱来,2
11777,龙姐,2
11778,给出,20
11779,纸片,3
11780,立食师,2
11781,复制,41
11782,撕裂,3
11783,爆头,20
11784,痛感,5
11785,押井守,35
11786,科幻世界,2
11787,本源,6
11788,基色,2
11789,街景,13
11790,极赋,3
11791,意蕴,5
11792,参照,4
11793,今时,7
11794,承,4
11795,下启,3
11796,屏气凝神,4
11797,肃然起敬,7
11798,灵肉,4
11799,尤,10
11800,博物馆,6
11801,沉郁,14
11802,迷茫,16
11803,进化树,5
11804,老旧,5
11805,城区,3
11806,颓败,4
11807,雨中,13
11808,想及,3
11809,光学,5
11810,迷彩,5
11811,隔镜,6
11812,视物,6
11813,迷蒙,5
11814,基督,17
11815,卢梭,5
11816,黑格尔,4
11817,叔本华,5
11818,尼采,5
11819,西哲,2
11820,具象化,4
11821,的士,3
11822,思索,7
11823,人世间,5
11824,处世哲学,3
11825,过渡性,3
11826,间歇,4
11827,投放,3
11828,身材,33
11829,毫无意义,8
11830,破败,10
11831,漫游者,14
11832,承担,12
11833,功能,8
11834,开立,4
11835,AI,18
11836,命题,33
11837,辩证关系,4
11838,人机,10
11839,逆变,4
11840,黑客,18
11841,你中有我,5
11842,我中有你,5
11843,困惑,12
11844,造福,7
11845,经典电影,10
11846,深水,5
11847,静流,5
11848,谣,15
11849,疏影,5
11850,摇曳,9
11851,从头至尾,10
11852,用桃姐,3
11853,徒子徒孙,8
11854,繁荣,9
11855,cyber,4
11856,punk,4
11857,开山,7
11858,老祖宗,6
11859,拍成电影,14
11860,无知,17
11861,娃子,3
11862,埋怨,5
11863,7.9,6
11864,我想,7
11865,花哨,12
11866,物质化,3
11867,激发,7
11868,缠绕,5
11869,肉体,11
11870,闲,2
11871,Check,2
11872,jb,2
11873,拉丁文,2
11874,鱼,6
11875,类群,2
11876,演化,6
11877,硬骨,2
11878,软骨,3
11879,革命性,9
11880,等片,6
11881,雏形,9
11882,繁衍,15
11883,植入,22
11884,剥离,6
11885,后现代,14
11886,晦涩,21
11887,难以忘怀,5
11888,单一化,9
11889,弥漫着,3
11890,斯嘉丽,7
11891,少佐,4
11892,吻合,2
11893,却没能,3
11894,服务,13
11895,田中,5
11896,墩子,2
11897,中为,3
11898,约翰逊,2
11899,沃卓斯基,18
11900,动漫,30
11901,士郎,4
11902,发表,2
11903,连载,3
11904,界,17
11905,怪才,3
11906,国外,7
11907,全资,2
11908,投拍,2
11909,进军,3
11910,欧美,11
11911,冠军,14
11912,佳绩,2
11913,同期,2
11914,在押,2
11915,井守,2
11916,说辞,2
11917,冲击性,2
11918,落雨,7
11919,冷峻,30
11920,风刺,6
11921,第二排,2
11922,仰头,3
11923,啧啧,12
11924,音乐声,5
11925,3D,52
11926,两天,26
11927,仓促,5
11928,说句,3
11929,完后,28
11930,酷毙,5
11931,奢望,8
11932,⒈,4
11933,15.11,4
11934,18,26
11935,十周年,11
11936,耽误,7
11937,17.04,4
11938,⒉,4
11939,非用,4
11940,⒊,4
11941,弱势,11
11942,概念化,3
11943,11.23,3
11944,成都,5
11945,升至,5
11946,愈发,16
11947,美工,10
11948,一幅幅,4
11949,das,2
11950,Gestell,2
11951,救赎,40
11952,经验,15
11953,本质性,2
11954,决断,2
11955,welcome,5
11956,Hegel,2
11957,Lacan,2
11958,Heidegger,2
11959,看后,11
11960,删除,3
11961,肌体,2
11962,严格,7
11963,最令,2
11964,我烦,2
11965,非要,10
11966,矫揉造作,3
11967,故作,6
11968,冷色调,2
11969,意识流,8
11970,大成,7
11971,vaporwave,3
11972,作画,11
11973,一级,9
11974,日漫,14
11975,民谣,4
11976,新世界,7
11977,原,20
11978,萝卜,7
11979,迷,19
11980,Cyborg,2
11981,灵,6
11982,95,25
11983,过场戏,2
11984,風景,4
11985,红辣椒,10
11986,SSS,2
11987,7.8,10
11988,22545,2
11989,棒呆,5
11990,距离感,4
11991,范畴,5
11992,冷漠,6
11993,很足,6
11994,生物,35
11995,没选,2
11996,这方面,4
11997,2ch,2
11998,排,8
11999,第一位,5
12000,民众,15
12001,电义体,2
12002,確實,3
12003,Matrix,19
12004,先聲,2
12005,被生,2
12006,產,3
12007,製,5
12008,靈魂,2
12009,編碼,2
12010,傳輸,2
12011,時代人,2
12012,終極,2
12013,哲學,4
12014,自述,4
12015,ai,3
12016,歌谣,6
12017,假设,4
12018,远有,2
12019,近有,2
12020,社会化,2
12021,智能,5
12022,生态平衡,4
12023,系统,44
12024,召唤,6
12025,处决,2
12026,自我管理,2
12027,全智能,2
12028,现有,6
12029,应对,4
12030,措施,3
12031,排前,6
12032,感覺,12
12033,迷幻,9
12034,賽博,3
12035,動畫,7
12036,沉悶,3
12037,悶,4
12038,差别,15
12039,深奥,7
12040,非常适合,8
12041,2020.1,2
12042,百老汇,10
12043,回顾展,8
12044,MOMA,2
12045,刷新,12
12046,超前性,3
12047,水乡,2
12048,港式,5
12049,解锁,3
12050,抛出,6
12051,论题,4
12052,人外,2
12053,饱和度,2
12054,躯体,13
12055,有多神,2
12056,TV,14
12057,一两部,2
12058,很难说,6
12059,细化,3
12060,匆促,3
12061,囫囵吞枣,3
12062,2D,10
12063,细微,2
12064,小动作,4
12065,科,4
12066,幻,2
12067,所见,3
12068,迷朦,2
12069,天灵盖,2
12070,击中,8
12071,猎德,5
12072,igc2020.9,3
12073,骇客,7
12074,信息量,9
12075,厚度,11
12076,剧场版,19
12077,吾,14
12078,翩翩,4
12079,舞美,14
12080,迷醉,4
12081,呼喊,8
12082,更让人,16
12083,骇客帝国,10
12084,人所为,2
12085,幻象,6
12086,节点,10
12087,物质,20
12088,我思,4
12089,故我在,4
12090,形而上,4
12091,人脑,5
12092,福柯,3
12093,异托邦,2
12094,囚禁,16
12095,边界,7
12096,下受,2
12097,包含,21
12098,有岛言,2
12099,自通,2
12100,桥梁,5
12101,连接,12
12102,老生常谈,5
12103,舍我其谁,3
12104,孤独感,11
12105,逼仄,4
12106,适配,3
12107,抵达,7
12108,共舞,4
12109,退居,3
12110,MONSTER,2
12111,317,3
12112,天大,6
12113,自圆其说,13
12114,频繁,8
12115,酥麻,3
12116,之风,4
12117,疑己,2
12118,害人,2
12119,完二再,2
12120,眼拙,2
12121,占去,2
12122,好大,7
12123,完整性,2
12124,费脑,2
12125,确是,3
12126,角落,12
12127,照亮,9
12128,话题,27
12129,轻触,4
12130,景颇,4
12131,味,24
12132,碳基,3
12133,裂变,2
12134,永生,5
12135,尽全力,3
12136,繁衍生息,5
12137,基因,10
12138,容器,2
12139,多样化,4
12140,ghost,7
12141,取代,5
12142,篡改,6
12143,赖以生存,6
12144,特征,13
12145,真人,45
12146,第二天,5
12147,补档,4
12148,评先,3
12149,绿幕,3
12150,稀有,3
12151,机器人,40
12152,值得一看,24
12153,XD,7
12154,割裂,9
12155,上榜,3
12156,能义,3
12157,体化,3
12158,来得及,5
12159,尊敬,10
12160,虚无,24
12161,之镜,4
12162,相视,6
12163,穷尽,4
12164,官能,4
12165,改造,15
12166,开发,8
12167,机体,6
12168,远离,21
12169,乌托邦,38
12170,咏唱,5
12171,诸神,4
12172,全知全能,5
12173,迫真,4
12174,本义,4
12175,退位,4
12176,超越性,5
12177,靠近,9
12178,逼格,9
12179,真高,4
12180,开启,20
12181,网络,31
12182,外延,2
12183,隐身衣,2
12184,遗传变异,2
12185,④,5
12186,异域,10
12187,⑤,5
12188,智能化,2
12189,早晚,6
12190,高山仰止,6
12191,前瞻性,8
12192,驯化,4
12193,独居,5
12194,单身,5
12195,工,3
12196,妻女,3
12197,该不该,9
12198,洋流,3
12199,塑化,3
12200,戳破,5
12201,脑髓,3
12202,接入,3
12203,引线,5
12204,伪装,8
12205,雨点,5
12206,飘散,3
12207,羽毛,4
12208,浸泡,5
12209,追索,5
12210,Cyberpunk,9
12211,社会底层,3
12212,电脑科技,3
12213,流通,3
12214,整日,3
12215,乐意,5
12216,方便,4
12217,联合,9
12218,跨国,4
12219,集团,6
12220,星系,3
12221,制高点,3
12222,指环王,74
12223,新西兰,10
12224,好美,15
12225,开花,8
12226,有松,5
12227,驰,6
12228,轻,7
12229,旁边,21
12230,陪,31
12231,2001,15
12232,产,2
12233,反响强烈,2
12234,广,2
12235,汗,14
12236,超长版,4
12237,长够,2
12238,代名词,11
12239,All,7
12240,time,27
12241,favorite,5
12242,魔戒,121
12243,青春,24
12244,弗拉,7
12245,霞尔,6
12246,四个,63
12247,霍比特,50
12248,萨鲁曼成,3
12249,Boss,6
12250,交代,37
12251,几章,3
12252,Casting,3
12253,奥兰多,29
12254,布鲁姆,22
12255,ID,3
12256,据称,3
12257,西游记,20
12258,精灵,128
12259,二三,4
12260,待续,5
12261,加长版,93
12262,二十分钟,15
12263,Frodo,28
12264,Sam,38
12265,历险记,8
12266,٩,2
12267,๑,8
12268,´,6
12269,۶,2
12270,花痴,13
12271,有颜,4
12272,名不副实,2
12273,单机游戏,2
12274,通关,7
12275,观察,9
12276,后俩,2
12277,部能,2
12278,打得,12
12279,好棒,6
12280,甘道夫,105
12281,下桥,3
12282,生灵,4
12283,脆弱性,2
12284,导向,7
12285,以毒攻毒,2
12286,以恶,2
12287,抗恶,3
12288,贡多,2
12289,弱时,2
12290,N年,4
12291,LOTR,15
12292,死忠,7
12293,绿,6
12294,弓箭手,9
12295,晃悠,2
12296,笑容,13
12297,翻开,2
12298,崭新,5
12299,一页,2
12300,奥兰,5
12301,不可逾越,2
12302,发人深省,8
12303,160,8
12304,重逢,11
12305,老朋友,5
12306,顶尖,10
12307,赘言,3
12308,228,9
12309,撑起,14
12310,白金,4
12311,连续性,4
12312,值得称赞,9
12313,废柴,5
12314,物,11
12315,招怪,4
12316,摧残,6
12317,彼得,34
12318,杰克逊,45
12319,一杯,2
12320,茶不缓,2
12321,急,13
12322,中土,37
12323,蓝图,2
12324,拉开,3
12325,帷幕,4
12326,气势恢宏,19
12327,人为,15
12328,险象环生,3
12329,旅途,10
12330,方才,2
12331,锻造,3
12332,各个方面,7
12333,彼特,4
12334,托尔金,22
12335,波澜壮阔,9
12336,馈赠,3
12337,礼物,5
12338,背负,6
12339,生死存亡,3
12340,踏上,8
12341,布满,3
12342,荆棘,2
12343,征程,2
12344,残留,4
12345,吕,7
12346,秀才,3
12347,睡眠,4
12348,合起,2
12349,抵得住,2
12350,诱惑,9
12351,耐得,2
12352,玄幻,3
12353,表哥,6
12354,无良,11
12355,六年级,4
12356,受得了,5
12357,山姆,55
12358,佛伦多莱,4
12359,戈拉,25
12360,阿拉贡,41
12361,啃掉,3
12362,丢脸,4
12363,2.3,3
12364,恢宏壮观,2
12365,泪目,14
12366,十一岁,4
12367,彻底改变,5
12368,横扫,18
12369,项,22
12370,座,21
12371,小金人,18
12372,纪录,20
12373,中规中矩,24
12374,烟火,9
12375,大发,5
12376,推嘛,2
12377,小精灵,4
12378,友谊,27
12379,震惊,22
12380,凯尔特,4
12381,侏儒,4
12382,仰仗,2
12383,游,2
12384,吟诗,2
12385,最新,4
12386,一反,2
12387,吝啬,5
12388,常态,3
12389,颁,5
12390,初二,4
12391,好长,15
12392,这对主,2
12393,CP,19
12394,业绩,2
12395,Aragorn,21
12396,百搭,2
12397,风光,11
12398,点名,2
12399,Rivendell,2
12400,HP,9
12401,冰火,3
12402,Bean,2
12403,便当,6
12404,Gandalf,7
12405,没仙,2
12406,桥,9
12407,全开,4
12408,OB,8
12409,登场,15
12410,fairest,2
12411,地下城,4
12412,法师,7
12413,矮人,15
12414,半兽人,12
12415,哥布林,2
12416,秘银兰,2
12417,巴斯,6
12418,饼干,4
12419,半小时,63
12420,沉心静气,6
12421,第四次,7
12422,总算,17
12423,慢镜,15
12424,圣光,7
12425,衬,7
12426,怒喊,6
12427,特性,12
12428,纵观,8
12429,凝结为,6
12430,胸怀,7
12431,纳尼亚,7
12432,哈利波,18
12433,Legolas,12
12434,盖过,5
12435,Liv,4
12436,Tyler,11
12437,风头,14
12438,48,6
12439,首部,14
12440,太闷,3
12441,emmmm,3
12442,长看,4
12443,宿舍,6
12444,打游戏,7
12445,杀怪,3
12446,发出,14
12447,欢呼声,3
12448,呵欠连天,3
12449,儿童文学,3
12450,聚会,3
12451,舞蹈,78
12452,啤酒,2
12453,编年史,2
12454,wower,2
12455,伊恩,2
12456,麦克莱恩,2
12457,总给,4
12458,邓,5
12459,布利,3
12460,肖恩,7
12461,宾,2
12462,个杯,2
12463,早早,3
12464,冰,7
12465,火之歌,2
12466,尴尬,29
12467,再加,7
12468,矮,17
12469,无脑,18
12470,枪版,8
12471,VCD,18
12472,浩瀚,6
12473,不太,17
12474,Shire,2
12475,田园风光,2
12476,如痴如醉,4
12477,桥罗,2
12478,米尔,2
12479,中箭,3
12480,回回,2
12481,肿,5
12482,每回,2
12483,腚,2
12484,招人,3
12485,意義上,2
12486,跨,10
12487,從,17
12488,文本,22
12489,整,8
12490,作工,2
12491,業,2
12492,藝術,11
12493,現度當,2
12494,通過,4
12495,造夢,2
12496,工廠,2
12497,重現,2
12498,幾乎屬,2
12499,夢想,2
12500,成真,3
12501,一眾,2
12502,首部曲,4
12503,類護衛,2
12504,帕洛米,2
12505,受惑,2
12506,贖,2
12507,最為,2
12508,動人,4
12509,托爾金,2
12510,中帕洛米,2
12511,索林,2
12512,這類,5
12513,經犯,2
12514,錯,6
12515,終用,2
12516,犧牲來,2
12517,捍衛榮譽,2
12518,是屬,2
12519,之光,3
12520,芙,5
12521,泰勒,23
12522,命不该绝,2
12523,佛罗多,35
12524,千万别,6
12525,轻易,9
12526,断定,2
12527,智者,2
12528,换取,5
12529,难关,2
12530,赋,2
12531,胖子,30
12532,TOP250,2
12533,大约,7
12534,更久些,2
12535,c6,2
12536,农历,2
12537,新年,4
12538,敲钟,4
12539,播放,8
12540,二姑,2
12541,报纸,3
12542,节目预告,2
12543,守岁,2
12544,宝贝,2
12545,rings,3
12546,地守过,2
12547,一岁,2
12548,夜,6
12549,粘连,2
12550,相携,2
12551,年夜饭,2
12552,纯净,3
12553,立足,5
12554,映照,6
12555,启示,8
12556,小器,3
12557,羞愧,9
12558,直到现在,6
12559,次元,5
12560,纷繁,10
12561,轮番,5
12562,升温,4
12563,打怪,4
12564,之路,6
12565,睡不着,3
12566,orz,10
12567,好少,2
12568,高兴,13
12569,究其,4
12570,额,9
12571,歌华,2
12572,免费,5
12573,捏,11
12574,帅毙,4
12575,清澈,6
12576,五官,3
12577,假萨鲁曼,3
12578,恶战,4
12579,钢丝,3
12580,苍蝇,3
12581,感脚,3
12582,would,7
12583,followed,2
12584,brother,3
12585,captin,2
12586,king,2
12587,足足,6
12588,弗罗多,24
12589,Sean,4
12590,反面,7
12591,二美,4
12592,灰惨,4
12593,辛苦,19
12594,哈比,2
12595,ok,3
12596,射箭,3
12597,无可取代,2
12598,心跳,2
12599,删减,15
12600,就近,2
12601,仇杀,11
12602,队里,2
12603,萨特,2
12604,勒,2
12605,说起,3
12606,校内,2
12607,神梗当,2
12608,机房,2
12609,资源,15
12610,YOU,3
12611,SHALL,2
12612,NOT,2
12613,PASS,2
12614,莱,30
12615,惊鸿,4
12616,初恋,5
12617,别有,4
12618,一番滋味,3
12619,浩大,6
12620,俊男靓女,3
12621,沦落,6
12622,太足,4
12623,疲劳,13
12624,菜鸡,4
12625,J,10
12626,一同,11
12627,环游,5
12628,刚刚开始,7
12629,200,4
12630,LOST,5
12631,charlie,2
12632,认出来,4
12633,stark,2
12634,十几遍,4
12635,人窝,2
12636,房里,4
12637,一都,2
12638,感觉得到,2
12639,必遭,7
12640,鄙视,9
12641,主城,5
12642,很漂亮,18
12643,淡,11
12644,魔兽,5
12645,地宫,2
12646,绵延,4
12647,雪山,7
12648,精美绝伦,4
12649,梦幻般,2
12650,吟唱,3
12651,仙子,3
12652,文学,11
12653,具可,3
12654,健全,3
12655,幻境,7
12656,考察,3
12657,撷取,3
12658,冰山一角,3
12659,一角,5
12660,恰好,12
12661,正中,4
12662,至高无上,3
12663,护戒,6
12664,试炼,2
12665,身高,5
12666,瞧不起,2
12667,品质,9
12668,慢镜头,27
12669,必修课,3
12670,基努,21
12671,里维斯,21
12672,Keanu,16
12673,近距离,5
12674,看一,2
12675,太爽了,9
12676,风衣,12
12677,墨镜,19
12678,拽,10
12679,初期,11
12680,懵懵懂懂,5
12681,Neo,4
12682,萨鲁曼,14
12683,格拉斯,17
12684,真真,6
12685,眉目如画,3
12686,思潮,2
12687,何来,3
12688,谎言,15
12689,周围,7
12690,危机,14
12691,特警,2
12692,几近,7
12693,全知,2
12694,逃不开,2
12695,现世,4
12696,慢性,4
12697,不錯,9
12698,普及,8
12699,大眾,4
12700,情操,2
12701,經典,10
12702,片華納,2
12703,最會,2
12704,商業,3
12705,內核,2
12706,缸,4
12707,中大腦,2
12708,假設,2
12709,之源,4
12710,認知,5
12711,印度,80
12712,釋道,2
12713,兩家,2
12714,話,13
12715,應該,14
12716,種哲學,2
12717,還類,2
12718,卡夫卡,5
12719,現代,4
12720,社會,8
12721,異化,2
12722,焦慮,2
12723,人體,2
12724,作為,10
12725,機器,5
12726,能源,2
12727,淪為,2
12728,奴隸,2
12729,槍戰,2
12730,發笑,2
12731,二十年,26
12732,當年,6
12733,黏貼,2
12734,一干,2
12735,最終,6
12736,變成,3
12737,無人能,2
12738,黏,4
12739,貼,2
12740,獨門,2
12741,基調,2
12742,膠,2
12743,可動搖,2
12744,想像,13
12745,男主本,2
12746,Will,18
12747,Smith,12
12748,飾演,2
12749,明着,3
12750,暗地,2
12751,扯远,2
12752,正题,2
12753,玩不炫,2
12754,高多,2
12755,话说回来,5
12756,1988,20
12757,异次元,5
12758,用爱,3
12759,睡美人,7
12760,有无,3
12761,语到,2
12762,能触,2
12763,碰到,11
12764,质疑,7
12765,金庸,4
12766,昆虫,4
12767,系,17
12768,耽溺,4
12769,甜腻,4
12770,暖色,4
12771,画蛇添足,11
12772,时竟,5
12773,死活,10
12774,再撑,4
12775,奇洛,4
12776,李维斯,6
12777,撕,9
12778,桌上,4
12779,弄懂,7
12780,廿二,4
12781,牢笼,4
12782,精神状态,7
12783,升,6
12784,建设,4
12785,唇红齿白,4
12786,男加,4
12787,贵到,5
12788,1999,16
12789,十年间,2
12790,只想发,2
12791,潜行,3
12792,plus,2
12793,没救,3
12794,地球,88
12795,give,6
12796,结尾曲,5
12797,RATM,7
12798,wake,7
12799,崛起,11
12800,禅意,3
12801,杂七杂八,2
12802,成史,2
12803,科幻片,119
12804,锡安,5
12805,矩阵,5
12806,直观,17
12807,一条条,4
12808,代码,5
12809,通俗化,3
12810,Cool,7
12811,皮衣,5
12812,太装,4
12813,不透气,3
12814,还算,6
12815,动画版,19
12816,8.2,13
12817,Carrie,3
12818,Anne,3
12819,Moss,3
12820,那一吻,4
12821,奇佳,2
12822,cliche,2
12823,梯度,2
12824,点点,5
12825,当沃,3
12826,卓斯基,3
12827,一击,8
12828,中尽,3
12829,人一有,3
12830,一类,10
12831,基督教,10
12832,墨,6
12833,菲斯,5
12834,梦魔,3
12835,尼奥,13
12836,崔妮蒂是,3
12837,三位一体,4
12838,酷毙了,8
12839,晚生,3
12840,吖,3
12841,构筑,8
12842,打枪,3
12843,渣子,5
12844,三七分,2
12845,雨果,5
12846,千层,2
12847,抬头纹,2
12848,鲨鱼,2
12849,嘴越,2
12850,越帅,2
12851,时代性,6
12852,掀开,2
12853,科幻电影,33
12854,新浪潮,4
12855,计算机,3
12856,察觉出,2
12857,没睡,4
12858,睁大眼睛,2
12859,直升飞机,4
12860,撞,13
12861,大厦,16
12862,911,3
12863,经常出现,2
12864,二选,2
12865,吃掉,6
12866,胶囊,8
12867,Over,6
12868,死而复生,5
12869,也就是说,4
12870,明天,42
12871,学期,4
12872,信息学,3
12873,课,6
12874,人编,3
12875,编下去,3
12876,承受,13
12877,鲍德里亚,5
12878,批评,9
12879,归因于,3
12880,多功能厅,2
12881,2013.7,3
12882,10.3,2
12883,35pm,2
12884,母体,19
12885,资本主义,12
12886,社会主义,3
12887,比喻,4
12888,塞博,2
12889,吊,9
12890,诡,2
12891,比附,2
12892,逍遥丸,2
12893,醒悟,2
12894,奥义,8
12895,宇宙观,2
12896,技术型,3
12897,千钧一发,6
12898,药丸,25
12899,大得,6
12900,一点两点,4
12901,正往,4
12902,简史,5
12903,三步,2
12904,曲中,2
12905,蕴涵,2
12906,多元化,3
12907,诺斯,2
12908,替式,2
12909,解说,5
12910,忙乱,2
12911,真是假,2
12912,更新,8
12913,异化理论,2
12914,事物,17
12915,异化,15
12916,异己,8
12917,比盗,3
12918,变性,5
12919,Reeves,8
12920,奠基,7
12921,狗血,39
12922,袁和平,8
12923,武学,8
12924,推向,9
12925,道路,15
12926,沧海桑田,3
12927,清,10
12928,瘦小,3
12929,嫩肉,2
12930,姐弟,17
12931,诺基亚,3
12932,业界,2
12933,梦掉,2
12934,外衣,11
12935,唯心主义,2
12936,激动人心,12
12937,淡定,4
12938,伤,13
12939,有条不紊,11
12940,坚实,2
12941,整天,9
12942,打来打去,7
12943,不清,5
12944,不伦不类,3
12945,上档次,3
12946,2001.1,2
12947,vcd,4
12948,说成,5
12949,思想性,7
12950,震人,5
12951,后头,8
12952,至上,12
12953,超体,7
12954,类比,6
12955,近似于,5
12956,让步,5
12957,18.2,5
12958,极少数,7
12959,思想觉悟,5
12960,三高,5
12961,两点,7
12962,值得一提,5
12963,Hugo,4
12964,Weaving,2
12965,太范儿,2
12966,正派,6
12967,还范儿,2
12968,十五年,7
12969,傻乎乎,7
12970,慧能,2
12971,幡动,2
12972,风动,2
12973,心动,3
12974,FUCKING,3
12975,DAMN,3
12976,COOL,5
12977,267483,2
12978,32,4
12979,网络时代,6
12980,神秘主义,5
12981,掺杂,4
12982,浅显,3
12983,课题,6
12984,柏拉图,2
12985,洞穴,6
12986,仿真,2
12987,拟,2
12988,虚拟空间,2
12989,拉康,2
12990,应接不暇,7
12991,似是而非,4
12992,笔记本电脑,2
12993,初中,15
12994,暑假,3
12995,錄影,3
12996,帶,10
12997,當時,10
12998,戰警,3
12999,之類,3
13000,姥姥家,3
13001,聚在一起,4
13002,不喜歡,5
13003,沒看,3
13004,進去,6
13005,類型,9
13006,She,3
13007,exactly,3
13008,needed,3
13009,hear,3
13010,difference,4
13011,between,4
13012,knowing,4
13013,path,10
13014,walking,5
13015,白馬,3
13016,庄子,2
13017,自知,9
13018,甚浅,3
13019,最酷,9
13020,蓝,14
13021,1320,2
13022,秀得,2
13023,本集,4
13024,河蟹,4
13025,醒来时,2
13026,无边,5
13027,叛徒,3
13028,旋转,8
13029,圣子,2
13030,降临,10
13031,弹壳,3
13032,坠落,7
13033,酷毕,2
13034,新世纪,9
13035,福音战士,4
13036,成人礼,3
13037,累述,3
13038,依赖,12
13039,混杂,7
13040,废土,18
13041,摇滚,9
13042,H,7
13043,Giger,3
13044,Haute,3
13045,couture,3
13046,第三幕,13
13047,最高潮,3
13048,爽得,3
13049,两幕,4
13050,反复强调,3
13051,悬殊,5
13052,曲线,5
13053,临场发挥,4
13054,紧扣,5
13055,Believe,4
13056,美绝,2
13057,寰,2
13058,Zizek,2
13059,desert,2
13060,十遍,6
13061,高二下,3
13062,大雪,4
13063,新华,3
13064,我和婷,3
13065,提出,9
13066,盗,5
13067,骨头,6
13068,酥,5
13069,敢不敢,3
13070,帅太爱,2
13071,何用,7
13072,味觉,5
13073,多汁,3
13074,牛排,3
13075,嚼蜡,3
13076,痛觉,3
13077,星球,10
13078,侵占,3
13079,瘟疫,3
13080,豢养,3
13081,构造,12
13082,苏醒,4
13083,沉睡,4
13084,20170623,3
13085,VCDDVD,2
13086,仍觉,3
13087,发扬光大,4
13088,版台,2
13089,常看,2
13090,常新,2
13091,太踏马,3
13092,况味,4
13093,较量,9
13094,某朝,5
13095,某族,3
13096,处境,17
13097,Follow,3
13098,white,3
13099,rabbitMr,3
13100,Anderson,5
13101,服下,3
13102,Don,6
13103,2013,15
13104,2017,20
13105,见闻,6
13106,李连杰,19
13107,赫然,6
13108,Baudrillard,5
13109,火爆,26
13110,看得懂,5
13111,颠覆性,5
13112,地震,6
13113,确认,15
13114,重现,8
13115,胡思乱想,2
13116,胚胎,3
13117,贝克,2
13118,亡灵,9
13119,根根,2
13120,奋发图强,3
13121,骚年,2
13122,适应环境,2
13123,用人,4
13124,发电,6
13125,核能,4
13126,地热,4
13127,能发,4
13128,构架,4
13129,耶稣基督,7
13130,龌龊,7
13131,司机,17
13132,一盘,4
13133,棋,4
13134,作业,16
13135,What,12
13136,realHow,2
13137,define,2
13138,这类,24
13139,blablabla,2
13140,走火入魔,10
13141,毫不犹豫,11
13142,预想,7
13143,太正,3
13144,减分,5
13145,港片,46
13146,吴宇森,110
13147,八爷,2
13148,高深,13
13149,西马,2
13150,补全,3
13151,降神,2
13152,话术,2
13153,alt,2
13154,right,3
13155,99,11
13156,上网,3
13157,李好帅,2
13158,一到,5
13159,犯,9
13160,截图,4
13161,复活,15
13162,燃点,3
13163,叔好,2
13164,萌好,2
13165,打架,24
13166,先知,4
13167,纯数学,2
13168,哥德尔,2
13169,数种,2
13170,每种,2
13171,BUG,8
13172,Zion,5
13173,人体,12
13174,电池,5
13175,获取,2
13176,违反,6
13177,热力学,2
13178,定律,5
13179,want,5
13180,guns,6
13181,lots,7
13182,爱会,2
13183,波德里亚,3
13184,douban,16
13185,group,5
13186,topic,2
13187,13605185,2
13188,不满,10
13189,神棍,5
13190,超炫,2
13191,一吻,3
13192,爹,20
13193,大长,6
13194,胳膊,11
13195,灵活,6
13196,震到,3
13197,酷友,2
13198,炫,26
13199,独辟蹊径,3
13200,源代码,2
13201,时能,2
13202,即视感,3
13203,牛马,2
13204,不相及,2
13205,武打戏,7
13206,高速,9
13207,谱写,6
13208,新篇章,4
13209,当中,24
13210,直达,3
13211,下线,6
13212,编码,4
13213,预知,7
13214,大四,4
13215,与己,5
13216,轰然,10
13217,倒塌,10
13218,迈向,6
13219,当天,5
13220,第六部,5
13221,不能平静,3
13222,不羁,9
13223,躁动,5
13224,彩蛋,39
13225,fightclub,4
13226,看此,4
13227,艺术品,13
13228,地有,6
13229,语病,4
13230,2013.06,4
13231,升级成,2
13232,省事,3
13233,墙皮,2
13234,四溅,3
13235,弹匣,3
13236,满地,4
13237,玻璃,8
13238,满天飞,4
13239,20070820,2
13240,250359,2
13241,36,3
13242,55,5
13243,87,5
13244,人格分裂,43
13245,Jack,27
13246,强势,19
